33      1
13.5    1
30.5    1
16.8    1
9       1
21      1
8       1
9.5     1
21      1
17      1
4.5     1
6.5     1
11.5    1
5       1
8       1
10      1
14      1
11.01   1
9       1
4       1
11.5    1
7       1
8       1
15.6    1
8.5     1
65.62   1
33      1
57.83   1
10      1
8.4     1
4.5     1
8.5     1
7       1
10.5    1
9.1     1
16      1
8.01    1
12.5    1
10.5    1
6.5     1
13.8    1
11      1
8.4     1
8       1
13.8    1
10.2    1
6       1
10      1
12      1
17.4    1
