2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,00005007A9F30E289E760362F69E4EAD	1
2C584442C9DC6740767CDE5672C12379,37C3E7EADFDAE6F3C28E38014B27BEC7	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,00005007A9F30E289E760362F69E4EAD	1
39C3E34B3E338A7210C1D3163E6E9589,FAAAFA3F332009DC2C69307C73DC7A80	1
39C3E34B3E338A7210C1D3163E6E9589,37C3E7EADFDAE6F3C28E38014B27BEC7	1
